nama orang,geb/overl.,organ.,werkgebied en -soort,werkperiode,bijzonderheden,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,id
"Vos, Herman Cornelis Wilhelm de, arts (N). ~ ongehuwd gebleven?",1903-1942,NM/SZ,"Purwodadi, B'­negoro e.a., Zzh",1929-1942,geb. Malang 27-2-1903; † 6-3-1942 (als militair?),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1494
"Vriend, zr. Geesje (N)",1901-1952+,ZGKN-MJ,"Yogya, hoofd kraamkliniek",1937-1942,"GZbl 1937, 12",,,,Japanse internering,1942-1945,,,,,Hollandia (Papua),1949-1952,Hoofd internaat Centraal Zh,,,,,,,,,,,,,,,,,,,,,,,,,1495
"Vries, zr. A.C. de (N)",1907-1998,NZG,Mojowarno (OJava),1934-1940,,,,UZV,Tobelo (Halmahera),1940-1942,1942-45 geïnterneerd,,,SZC,Ternate (Noord-Molukken),1945-1946,,,,VNZ,Tual (Kai-eilanden),1948-1949,,,,VNZ/ZNHK,"Sawah Besar, Jakarta, ",1949-1958,hoofd kraamkliniek,,,,,,,,,,,,,1496
"Vries, Izaak Engelbert de, zdl (N)",1879-1920,NZG,"Segaran (OJava), > hp",1903-1905,z.v. hp S.J. de Vries,~ 1904 Tondano: Apolonia A.M. Louwerier † 1948,,,,,MBlad SZC 1920-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1497
"Vries, Jan de. zdl (N)",1885-..,RMG,Banjarmasin (Z-Kalimantan),1914-1922,"""Fall [casus] De Vries""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1498
"Vries, Lourens de, zdl. (N)",1869-1960,SZ,"Pemalang e.a., zdl.",1904-1928,,~ 1906 Math. Fürsch † 1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1499
"Vries, Sytze Jans de, zdl (N)",1838-1899,NZG,Amahai (Ceram) > hp,1863-1873,Kruijf 156,~ 1863 Ant. Corn. Bijkerk (R'dam 1841),,,,,1888 Doopsgezind hp in NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500
"Vries, S.S. de, zdl (N)",1876-1949,NZG,Segaran (OJava),1898-1907,"IM NZblad 1947-11/12, ",~ 1900 Christina C. Kruyt † 1966,,NZG,Swaru (OJava),1907-1937,"1949-6. Verlof 1909, '19, '28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1501
"Vroom, J. de, zdl (N)",1841-1881,UZV,"Buleleng (Bali), 1868/9 > Java",1866-1881,vermoord; weduwe naar NL,~ 1864 Joh. Clasina van Buggem † 1913,,,Buleleng (Bali),1869-1881,Zie Cma 867-871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1502
"Vuuren, zr. A.C. van (N)",1902-1974,NZV,"Bandung, verpl. Zzh Immanuel",1938-1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1503
"Vuurmans, H., zdl (N)",1895-1957,NZG,Gunung Meriah (Deli),1921-1930,Foto NZblad 1946-7,~ 1921 Tjitske Lijdia van Goudoever † 1966,,NZG,dir. Lepra-Zh Lao si Momo,1931-1935,"verlof 1928-29 en 1939-1940, ",,,NZG,Kabanjahe (Deli),1935-1939,kon niet terug t.g.v. de oorlog,,,,,,,,,,,,,,,,,,,,,,,,,1504
"Waal, zr. Adr. Frederica van de",1906-1990,ZGKN-MJ,"Magelang, verpleegster Zzh",1932-1937,"GZbl 1932, 54; 1937, 74",~ Magelang 1937: H.H. Veenstra,,,,,† in Australië,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1505
"Waals, Gerardus van der, zdl (N)",1875-1945,NZG,Langowan (Min.),1907-1913,Sinds 1910 schoolbeheerder,~ (1) 1892 A.H.E. Staverman † 1901,,,"Tomohon, dir. guru-opleiding",,identiteit onzeker: er is gelijk-,~ (2) 1905 Hendrika Jac. Nagelkerke † 1974,,,,1913,namige ambtenaar BB,,,,,,,,,,,,,,,,,,,,,,,,,1506
"Wagner, Eduard, zdl (D)",1871-1941,RMG,Noord-Sumatra,1899-1914,~Tarutung 10-12-1902,~ 1902 El. Auguste Marie Hartwig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1507
"Wagner, Heintz, zdl (D)",1904-1978,RMG,Mentawai-eilanden,1931-1938,,~ 1932 Erna Michel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1508
"Wagner, Otto, zdl (D)",1905-1962,RMG,"Sipirok, Noord-Sumatra",1937-1940,Mei 1940 Ned. internering,~ 1939 Martha Mortsiefer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1509
"Wagner, Wilhelm, arts (D)",1891-1968,RMG,Noord-Sumatra,1920-1938,,~ (1) H. Meyer † 16-4-1929,,,,,,~ (2) 1930 Martha Hoffmann,,,,,MH: 1928-30 ond. te Laguboti,,,,,,,,,,,,,,,,,,,,,,,,,1510
"Wal, Marinus van der, zdl (N)",1835-1904,NZG,Mojowarno (OJava),1863-1864,Kruijf 363v,~ (1) 1863 M. Wilh. Robart †1874,,,Manado,1864-1867,,~ (2) 1879 Wilh. Reidt † 1913,,,verlof wg ziekte echtgen. > hp,1867-1869,,,,,,,,,,,,,,,,,,,,,,,,,,1511
"Walo, Ms. E. (GB?)",,LdH,"Kapiroi (Palu), rang ensign",1927-1928,in Indonesië ± 1922-1942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1512
"Walter, Luitpold, zdl (Zwits.)",1905-,BM,Nangabulik (Zuid-Kalimantan),1930-1937,,~ 1932 Emma König *1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1513
"Wang, Leland (Wang Zaj) (China)",1898-1975,CFMU,"Lawang, MJava",±1940,BDCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1514
"Wantzlick, Gustav Adolf (Austr.)",1867-1913,SDA,Padang,1906-1909,ESDA,~ 1896 Margaret Ann Teasdale † 1943,,,,,zuster van G. Teasdale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1515
"Ward, Nathaniel Moore, zdl (GB)",† ±1872,BMS,Bengkulu,1819-1826,nog in RA (Naamlijst) 1872,,,,Padang,1826-,"Zie Payne 41, 51, 55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1516
"Ward, Rev. William T. (VS)",,EpMeth,Medan (Chinezen),1912-1916,botste met kol. overheid; > Am. ,,,,voordien in India,,"leger. Daulay Kekr., 159-164",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1517
"Warneck, Johannes, zdl (D)",1867-1944,RMG,Noord-Sumatra,1892-1905,,~ (1) 1893 Gertrud Winkler † 1909,,,Inspecteur RMG te Barmen,1908-1912,,~ (2) 1925 Hanna Quistorp,,,leider Seminarie Barmen,1912-1920,,,,,Ephorus HKBP,1920-1932,"1932-37 Dir. RMG, Barmen",,,,,,,,,,,,,,,,,,,1518
"Weber, Friedrich, zwm (D)",,ZWM,"Batavia/Bekasi, godsd.leraar",1855-1857,Reenders AZ 384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1519
"Weber, Georg Wilhelm, zdl (D)",1841-1871,RMG,Noord-Sumatra,1869-1871,ongehuwd gebleven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1520
"Wedel-Jarlsberg, Th. von (D)",1863-1930,RMG,"NSumatra, Missionsschwester",1891-1904,terug naar Dld wegens ziekte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1521
"Weeda, J.B., zdl (N)",1885-1938+,NZG,"Manado, ass. in Zd-drukkerij",1907-1917,> employé BPM Balik­papan,"~ 1909 Elis. Magd. van Slooten, lah. Manado 1882",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1522
"Weeda, mw. M. (N)",,vdSteur,"Magelang, helpster Pa vd Steur",?-1915,Reenders MJ 875,,,ZGKN-MJ,"Yogya, hoofd hh Zzh",1915-1919,"1919 verlof, 1921 huwelijk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1523
"Weener, zr. C.L. (N)",1899-1984,NZV,"Cideres (WJava), verpleegster",1928-1931,,,,NZV,"Bandung, verpleegster",1931-1933,verlof 1933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1524
"Weerd, Hermann de, zdl (D)",1857-1885,RMG,Nias,1885 Jan-Ag.†,Hummel 102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1525
"Weerd, W.B. de, zdl (N)",1905-2003,STC/VNZ,"Salibabu (eil., Talaud-archipel)",1937-1947,1942-45 geïnterneerd,~ D. Duinker † 2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1526
"Weerden, Harm Jan van, zdl. (N)",1899-1948,GZB,"Rongkong (Celebes), zdl.",1928-1942,1942-45 Jap. internering > NL,~ (1) 1927 A.M. Veldkamp † 1934 ,,,,,,~ (2) 1936 N. Niekerk † 1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1527
"Weetneck, Auguste (D)",1873-,RMG,"NSumatra, Missionsschwester",1900-1910,neemt ontslag > St. Peters­burg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1528
"Weg, J. van de, zdl (N)",1887-1945,NZV,Juntikebon (WJava),1914-1942,"NZblad 1938-5, 1945-12",~ (1) 1913 H.M.G. van Vliet † 1920,,,Jap. internering,1942-1945,Nov. 1945 gedood na weigering ,~ (2) 1921 H.G. Engelsman † Jakarta 1945,,,,,de Islam aan te nemen,,,,,,,,,,,,,,,,,,,,,,,,,1529
"Weiler, zdl G. (N)",,BM,Zuid-Kalimantan,1921-1940,Mei 1940 Ned. internering,~ J. Ulshöfer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1530
"Weiss, Ernst, zwm (D)",1831-1866,ZWM/GIUZ,Batavia,1855-1861,"Reenders 229vv, 384",~ 1865 E.H.J. Lüht,,,"in Europa, geordend tot zdl.",1862-1865,geordend oleh de Haagse Comm.,,,,Batavia,1865-1866,,,,,,,,,,,,,,,,,,,,,,,,,,1531
"Weiss, zr. Kath. E.Th. (D)",1890-1978,SZ,"Bojonegoro, verpleegster Zzh",1920-1927,wil niet terug naar Europa,,,,"Moga (MJava), verpl. Zzh",1932-1938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1532
"Weissenbruch, Hermann, zdl (D)",1877-1945,RMG,Noord-Sumatra,1904-1938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1533
"Weisser, Samuel, zdl (D)",1891-1942,BM,Zuid-Kalimantan,1924-1940,† met de Van Imhoff,~ (1) Frieda Suter (1892-1957),,,,,,~ (2) Martha Schmidt † 1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1534
"Weissinger, H. (D)",1904-1982,BM,administrateur Zending,1928-1940,koopman in zendingsdienst,~ 1929 M. Lieb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1535
"Wellensiek, mw. H.J., ond. (N)",1882-1968,(ZGKN),"Yogya, onderwijzeres",1906-1932/5,de Jong MJ 896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1536
"Welsz, Gerrit Joh., ond. (N)",1882-1925,NZG,"Tomohon (Min), guru-opl.",1911-1921,† te Tondano (Min.),~ 1911 Chr. Joh. Cath. Bouwens (1881-),,, > schoolbeheerder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1537
"Werff, zr. Ienskje van der (N)",1904,ZGKN-MJ,"Yogya, hoofdverpleegster Zzh",1937-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1538
"Werimon-Bakker, M.D., maatsch. werker, zie Bakker, mw. M.D.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1539
"Werkman, O., zdl (N)",1887-1944,RMG,Mentawei,1918-1922,"~ te Padang, 11-7-1919",~ 1919 Chr. Joh. Maria Coeveld (1889-20-5-1943),,UZV,Buru,1923-1927,"verlof 1927-28, 1935-36",,,UZV,Sarmi (Papua),1928-1942,beiden † in Japanse intern.,,,,,,,,,,,,,,,,,,,,,,,,,1540
"Werner, Lore (D)",1898-1988,RMG,"NSumatra, Missionsschwester",1920-1935,~ 1935 Jonathan Nommensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1541
"Wessel, zr. G. van (N)",1905-1996,SZ,"Purwodadi-Grobogan, per. Zzh",1931-1940,,,,NZG,"Malang, verpleegster Zzh",1940-1942,1942-45 geïnterneerd,,,VNZ/ZNHK,"Bandung, dir. Immanuel-zh",1948-1960,,,,BM,Nigeria,1961-1966,,,,ZNHK,"Surabaya, Mardi Santosa",1968-1973,,,,,,,,,,,,,,1542
"Wesseldijk, H.J., zdl (N)",1886-1964,NZG,Kasiguncu (MCelebes),1910-1921,"IM NZblad 1935-7, 1928-9",~ (1) Aug. Franc. van Kempen (1886-1928) ,,,in Nederland,1921-1925,,~ (2) 1932 Jansje van den Berg (1900-1996),,,Tentena (MCelebes),1925-1939,verlof 1930-31,,,,,,,,,,,,,,,,,,,,,,,,,1543
"Wesseldijk, J.W., zdl (N)",1889-1945,NZG,Watutau (MCelebes),1920-1937,verlof 1928-30,~ 1919 Annetje Hendr. de Raaf (1888-1942),,,Tentena (MCelebes),1939-1942,verlof 1937-38,,,,Jap. internering,1942-1945 †,† in Japanse internering,,,,,,,,,,,,,,,,,,,,,,,,,1544
"Westendorp, zr. Antje (N)",1906-,ZGKN-MJ,"Yogya, hoofdverpleegster Zzh",1937-1939,"GZbl 1937, 219",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1545
"Westerveld-van der Ben, zr. A.A.C. zie Ben, A.A.C. van der",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1546
"Westerveld, Willem, ond. (N)",1886-1961,NZG,"Kakas (Min), ond. techn. school",1909-1920,verlof 1920-21,~ (1) Tondano 1912 Hendr. Joh. Huizer † 1929,,,"Kakas (Min), dir. techn. school",1921-1930,IM Zbl. NHK 1961-12,~ (2) 1932 Derkje Joh. Wesseldijk (1884-1940),,,,1921-1930,IM Zbl. NHK 1961-12,,,,,,,,,,,,,,,,,,,,,,,,,1547
"Wetstein, J., zdl (N)",1886-1967,UZV,Fak-Fak (Papua),1915-1924,IM Zbl. NHK 1967-9,~ 1915 Elisabeth van 't Veer (1883-1974),,,Inanwatan (Papua),1925-1938,"verlof 1924-25, 1932-33",,,,Manokwari (Papua),1938-1942,1942-45 geïnterneerd,,,,Hollandia/Yoka (Papua),1946-1947,,,,,,,,,,,,,,,,,,,,1548
"Wiebe, Nicolai, zdl. (Rusland)",1862-,DZV,Muara Sipongi (Mandailing),1889-1901,"Coolsma 444, 446, 449",~ (1) M. Dijk † 13-03-1890,,,,,Naamlijst 1891: † 24-03,~ (2) 1893 Ida Penner (D),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1549
"Wiegand, Heinrich, zdl (D)",1876-1941,RMG,Zuid-Kalimantan,1906-1921,nam ontslag,"~ Selma Jäger, † 1918",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1550
"Wiegers, J., zdl (N)",1891-1968,NZG,Mojokerto en Sitiarjo (OJava),1919-1946,1942-45 geïnterneerd,~ 1919 Anje de Vries (1887-1959),,, > pred. NHK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1551
"Wieënkötter, H. A. Florenz, zdl (D)",1791/2-1828,NZG,Ambon,1827-1828,"Kruyf 215; DZOK 2002-1, '03-1",~ 1815 Geesje Sijborgh † 1829,,,"Serwaru (P. Leti, Molukken)",1828 †,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1552
Wielenga (jr.) ds. D.K. (N),1880-1942,ZGKN-S,"Kambaniru, Sumba, miss. pred.",1904-1907,eerder pred. GKN in NL,~ 1904 M.A. Telder †1979,,,"Payeti, Sumba, miss. pred.",1907-1921,"BLGNP IV, 449v; GZbl 1913, 71",,,,predikant in Nederland,,,,,,,,,,,,,,,,,,,,,,,,,,,1553
"Wielenga, Johanna Dirkje, ond. (N)",1907-1979,ZGKN-MJ,"Magelang en Yogya, dir. Hhs",±1936-1942,EndSum­ba 838. Putri DK Wlg,,,ZGKN-S,"Waikabubak, dir. Hhs",1947-1952,> NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1554
"Wiersema, Jakob Siert, arts (N)",1907-1981,ZGKN-MJ ,"Solo, arts Zzh",1930-1933,Reenders MJ 875,~ 1937 D. Bos † 1991,,,"Klaten, Zzh",1933-1937,1937-1946 studie in NL,,,,"Jakarta, directeur zh KPM",1945-1949,"dir. zh te Kampen, NL",,,,,,,,,,,,,,,,,,,,,,,,,1555
"Wiersma, J.N., zdl (N)",1833-1907,NZG,Ratahan (Minahasa) > hp,1862-1881,verlof 1874-76,~ (1) 1861 Maria Corn. Stucke (1837-13-11-1870),,,,,"DZOK 1997/2, 32-38;",~ (2) 12-12-1871 Rachel Maria Wilh. Schwarz († 1873),,,,,"BLGNP I, 427",~ (3) NL 15-7-1875 Juliana W.A. Frackers † 1901,,,,,,,,,,,,,,,,,,,,,,,,1556
"Wieske, Hendrik, ond. (N)",1884-1953,RMG,Noord-Sumatra,1913-1953,ond. Holl-Batakse School,~ 1913 Kunnegonda Corn. Bakker (1888-1976) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1557
"Wigand, Fr. Eberhard, zdl (D)",1827-1859,RMG,Zuid-Kalimantan,1855-1859,beiden gedood 7-5-1859,~ 25-5-1858 Therese Frieda Nordsieck † 7 mei 1859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1558
"Wiggelendam, K., zdl (N)",1845-1909,UZV,"Buleleng, Jagaraga (Bali)",1877-1881,,~ 1876 M.A. Roskam † 1924,,,Surabaya (OJava) > hp,1881-1883,1908 > NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1559
"Wiggers, Jan Albert, ond. (N)",1893-1968,ZGKN-MJ,"Klaten, Sragen, Solo, ond.HIS",1918-'22/25,"Rds MJ 875; ZbladGKN 1926,46;",~ 1918 W.F. Ronhaar (1893-1986),,,Yogya docent Keuch.-school,1922-1923,"1933, 41",,,,"Yogya, dir. Keucheniusschool",1926-1935,135-40 inspecteur gouv.scholen,,,,,,,,,,,,,,,,,,,,,,,,,1560
"Wiggers, zr. Gesiena Ber. (N)",1910-1959+,ZGKN-MJ,"Kebumen en Wonosobo, Zzh",1931-1942/3,1937-1938 verlof in NL,,,ZGKN,"Makassar, Zzh Labuang Badji",±1949-1959,"> pensioen. GZbl 1938, 191",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1561
"Wijnekes, zr. Plonia Maria (N)",1885-1976,NZG,"Sibolangit (Deli), verpl.",1915-1932,verlof 1920-21 en 1928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1562
"Wijngaarden, J.K., zdl (N)",1866-1894,NZG,Sawu (NTT),1889-1892,1891 verlof naar Java,~ Jombang 10-11-1892: Dina Guittart † 1954,,NZG,Bulu Hawar (Deli),1892-1894 †,"Kruijf 205-508, 630-632",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1563
"Wijs, Agatha Ant. de, diakones (N)", 1892-1924,NZG,"Mojowarno (OJava), verpl.",1922-1924,IM NZblad 1924-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1564
"Wikdal, P.S. (Skand.)",,BK,Palu-dal,1921-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1565
"Wilcox, Rev. Burton O. (VS)",,EpMeth,"Java, West-Kalimantan",±1912-±1915,"† ""op jonge leeftijd""",~ Rita M. Kinzly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1566
"Wilhelm, Jacob, zdl. (N)",1854-1892,NGZV,"Purworejo, zdl.",1881-1892,Reenders MJ 875,~ 1880 Maria Bol † 1933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1567
"Wilken, N.P., (O-Friesl.), zdl (N)",1813-1878,NZG,Tanawangko (Min),1840-1843,"Kruijf 329-334,LAW XVII-6;",~ 1841 M.E. Hoedt † 1867,,,"Tomohon, + docent ond.opl.",1843-1878,Cma 576-579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1568
"Wilkening, Johannes, zdl (D) ",1873-1963,RMG,Zuid-Kalimantan,1901-1906,1907 > Anstalt Bethel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1569
"Wilkens, Ms. L.V., ond. (GB)",,LdH,"Java, Palu, Medan",1921-1935,1924-25 in Kulawi (Palu),,,NZG,"Kabanjahe, hoofd internaat",1931-1935,> Australië,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1570
"Willfinger, John F., zdl (VS)",1910-1942,C&MA,"Long Berang, Kalimantan",1938-1942,† in Japanse internering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1571
"Winckler, Joh. Chr. Furchtegott (D)",1799-1833?,,"Paliacatte > CMS, Dohnavur",1826-1827,,~ .. Obdams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1572
"Winkler, K.J.M. (Joh.), arts (D)",1874-1958,RMG,"NSumatra, arts Zendingszh",1901-1921,,~ (1) 1902 Marg. El. Schlosser † 18-11-1906,,,"Noord-Sumatra, Zarts",1932-1936,~ Tarutung 4-6-1902,~ (2) ± 1909 Luise Metzler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1573
"Wits, zr. W. (N)",1914-1991,ZGKN-MJ,"Yogya, verpl. in Zzh",1939-1942,"GZbl 1940, 11",,,VNZ,"Hollandia (Papua), verpl.",1948-1950,,,,ZNHK,"Miei, Lepra-Zh Manggurai",1950-1961,Dake 66,,,,,,,,,,,,,,,,,,,,,,,,,1574
"Witt, mw. H. (N)",1893-1978,NZG,"Tomohon, hoofd hh in­ter­­naat school voor d.v. aan­zien­lij­ken",1921-1927,verlof 1927-28,,,,"Sukabumi, Weeshuis",1928-1942/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1575
"Witt, Lothar, zdl (D)",1904-1975,RMG,Pearaja (Tapanuli),1938-1940,1940 geïnterneerd door Ned.,~ ± 1935 Johanna Kuhaupt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1576
"Wittmann-Nikolajew, Marussa, ",1873-1953,RMG,"Z-Kalimantan, onderwijzeres",±1896-1901,> 1903 diakones te Darmstadt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1577
 ond. (Rusland),,RMG,Noord-Sumatra,1901-1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1578
"Woelders, Willem H., zdl (N)",1837-1892,UZV,Andai (Papua),1868-1878,LAW I-5,~ 1867 El. de Vries † 1899 (in NL),,,verlof wg ziekte echtgen.,1878-1881,,,,,Andai (Papua),1881-1892,,,,,,,,,,,,,,,,,,,,,,,,,,1579
"Woensdregt, Jacob, zdl (N)",1889-1928,NZG,Bomba (MCelebes),1915-1923,verlof 1923-24,~ 1915 El. Hoornweg † 1967,,,Bada/Watutau (MCelebes),1924-1928 †,IM NZblad 1928-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1580
"Woerden, mw. M. van, ond. (N)",,(ZGKN),"Yogya, werk onder oud-ll. meisjes­school",1936,"de Jong MJ 796; Woerdt 157, 159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1581
"Woerner, Gustave, zdl. (VS)",1896-1978,C&MA,Makassar,1936-1940,< ; 1940 > Malakka,~ Pauline .. (1897-1978),,,,"zie: Moothart, Hartbeat for the World, 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1582
"Wolff, zr. M.A. (N)",1907/8-1996,NZG,Mojowarno (OJava),1934-1940,Zie NZblad 1959-3,,,VNZ,Batavia > Yoka (Papua),1945-1948,1940-45 in NL,,,VNZ,Alor (NTT),1949-1953,,,,VNZ,Kabanjahe (Noord-Sumatra),1954-1958,,,,RMG,Namibia,1959-1963,,,,,Seribudolok (Noord-Sumatra),1967-1970,,,,,,,,1583
"Wolterbeek, Jan David (N)",1890-1976,ZGKN-MJ,Marine-off.; employé SSpoor,1905-1933,de Jong MJ 790. Scheid. ± 1928,~ (1) 1915 dHaag Fedora Eug. Charl. Corporaal (1894-1972),,,"Yogya, docent opl.school",1933-1942,FECC hertrouwt ir. H. v Rooyen ,~ (2) 1966 Greetje de Ru (1916-1998),,,docent Javaans aan Sem. ZGKN,1956-,"1946 naar NL. GZbl 1933, 240-41; 1939, 215",,,,,,,,,,,,,,,,,,,,,,,,,1584
"Wong A Tjhin, Ms., zdl (China)",±1905-,CFMU,Belitung,±1938,Wong: ook geschreven: Bong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1585
"Wood, George Alb. (Australië)",1867-1944,SDA,"Surabaya, Pati, Batavia",1907-1918,† in Japans kamp,~ 1909 Anna Amelia Sandell (1875-1-1-1942),,,"Sumatra, 1938 pensioen",1930-1938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1586
"Woodward, Leonard H. (GB)",1883-1950,LdH,"luitenant-kolonel, ",1926-1949,1942-1945 geïntern.,~ Maggie Ann Scott Low † 1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1587
"Woortman, H.D., zdl (N)",1889-1986,NZV,Indramayu (WJava),1916-1921,Zie NZblad 1946-8,~ 1916 H.W. Wagenaar † 1946,,,"Bandung, docent kweekschool",1921-1924,1924-26 in NL,~ 1951 A.M. Samson † 1993+,,,"Garut (WJava), wnd",1926-1927,,,,,leider evangelistencursus,1927-1929,te Bandung,,,,"Bandung, zdl.",1929-1934,verlof 1936-37,,,,"Bandung, Alg. Vz Conf. van Zdl",1934-1942,1937-42 tevens vz GKP,,,,Jap. internering,1942-1945,1946 terug naar NL,1588
"Worthington, Rev. Charles M. (VS)",1876-1856,EpMeth,"WJava, WKal., Sumatra",1902-1930,,~ 1917 Pauline Stefanski (1881-1965),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1589
"Wortman, Louis M.D. (N)",1906-1945,SDA,Oost-Java,1930-1942,1942-45 geïnterneerd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1590
"Woude, Adriana van der (N)",1894?-,ZGKN-MJ,ass. dr Gehrels te Wonosobo,1916-1918,Reenders MJ 875v,,,,"Kebumen/Yogya, hoofd hh Zzh",1918-1920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1591
